customer_id,name,home_country,avg_transaction_amount,typical_hour_start,typical_hour_end,favorite_category,monthly_transaction_count
CUST_0388,Matthew Manning,India,2608.733622132741,11,18,travel,38
CUST_0389,James Banks,India,1195.2401838619746,10,21,hotel,29
CUST_0390,Alvin Parks,India,1706.0124739415223,9,21,hotel,26
CUST_0391,Brianna Cox,India,2822.111452375185,10,22,electronics,17
CUST_0392,Matthew Perez,India,4795.219501728504,10,22,shopping,19
CUST_0393,Amy Jones,India,4719.130622371815,10,20,entertainment,36
CUST_0394,Rachel Cooper,India,1721.7955760885507,10,22,shopping,23
CUST_0395,Michael Mcdonald,India,784.9957075170323,11,21,healthcare,14
CUST_0396,Christopher Sanders,India,1594.1727295660908,10,18,healthcare,33
CUST_0397,Christopher Griffin,India,3348.6658426443564,11,19,entertainment,39
CUST_0398,Brianna Dickson,India,1501.4370655902837,10,19,restaurant,20
CUST_0399,Madison Gallegos,India,1363.7985843693766,9,19,grocery,11
CUST_0400,Nicole Mccoy,India,2183.846557031641,11,18,travel,5
CUST_0401,Carolyn Lewis,India,4829.690082681866,9,21,electronics,35
CUST_0402,Scott Wheeler MD,India,3322.585720996474,10,20,shopping,8
CUST_0403,Mark Espinoza,India,4558.097401930988,8,22,entertainment,39
CUST_0404,Kathryn Wright,India,3745.6953068894504,8,19,fuel,16
CUST_0405,Holly Jones,India,4682.828530775361,8,21,electronics,16
CUST_0406,Paul Adams,India,4695.721974933262,10,18,grocery,24
CUST_0407,Theodore Walton,India,2926.2169695895777,8,20,shopping,34
CUST_0408,Maurice Rodgers,India,4947.677456425872,11,19,hotel,34
CUST_0409,Andrew Williamson,India,1509.617991190364,8,20,travel,34
CUST_0410,Nicholas Robinson,India,3311.7696258043597,9,18,healthcare,23
CUST_0411,John Johnson,India,2925.3498676205086,9,19,online,30
CUST_0412,Tonya Gibson,India,4169.551161326286,10,18,fuel,11
CUST_0413,Debra Bullock,India,1086.949765027232,9,21,healthcare,20
CUST_0414,Christine Hamilton,India,232.78457858986616,11,19,electronics,22
CUST_0415,Megan Rodriguez,India,4779.36714874358,10,22,online,5
CUST_0416,Mr. Dustin Jackson,India,1455.4551239138852,10,19,grocery,12
CUST_0417,Shawn Sanchez,India,2433.895956521261,9,21,hotel,24
CUST_0418,Maria Allen,India,3513.393811610308,10,20,online,19
CUST_0419,James Brown,India,1251.8172844896508,9,21,travel,34
CUST_0420,Robert Beltran,India,3789.1272183241113,10,21,hotel,35
CUST_0421,Rachel Brown,India,3835.2825118607648,9,19,online,10
CUST_0422,Sheri Powers,India,2722.4319498568047,10,18,online,12
CUST_0423,Crystal Stevenson,India,496.4386282720822,9,22,hotel,14
CUST_0424,Joshua Morgan,India,989.7783515972242,11,18,entertainment,36
CUST_0425,Brad Cook,India,636.5198933681016,11,18,electronics,13
CUST_0426,Jenny Stanton,India,2663.5896473678795,11,22,grocery,40
CUST_0427,Bruce Rivas,India,2419.415867546834,10,18,fuel,21
CUST_0428,Virginia Johnson,India,4118.975484479026,9,22,restaurant,7
CUST_0429,Tracy Bryant,India,2233.747446937401,8,22,grocery,9
CUST_0430,Lance Thompson,India,4933.458790794929,11,18,shopping,31
CUST_0431,Angela Johnson,India,1063.910368763401,9,21,healthcare,29
CUST_0432,Victor Jenkins,India,2352.9782367808916,11,21,restaurant,39
CUST_0433,Cheyenne Larson,India,838.3510704112322,10,18,travel,39
CUST_0434,Mathew Lopez,India,2086.681432563396,9,19,grocery,6
CUST_0435,Susan Bailey,India,4896.755276859867,11,22,fuel,39
CUST_0436,Jamie Hughes,India,2020.5270465622102,9,19,electronics,27
CUST_0437,Sara Morales,India,944.582591378083,9,18,grocery,31
CUST_0438,Terri Miller,India,3151.63139460278,8,19,entertainment,9
CUST_0439,Patricia Lopez,India,684.3042228440338,8,21,online,8
CUST_0440,John Hays,India,1374.723925848284,8,21,electronics,19
CUST_0441,Noah Perez,India,2790.847082755656,8,19,hotel,23
CUST_0442,Adam Erickson,India,1323.975282279953,10,22,online,25
CUST_0443,Ashley Bennett,India,1337.139366928259,9,22,entertainment,31
CUST_0444,Jonathan Henderson,India,1642.4045780356141,8,22,online,16
CUST_0445,Jessica Lee,India,3204.767060711984,11,22,electronics,8
CUST_0446,Colleen Johnson,India,4866.9931296496925,11,22,healthcare,31
CUST_0447,Andrea Bates,India,2159.6440487820246,10,21,travel,39
CUST_0448,Betty Gray,India,2472.8903379786557,9,20,travel,34
CUST_0449,Melissa Bradley,India,4590.757634316346,11,21,hotel,38
CUST_0450,George Mason,India,843.6452050835745,9,20,entertainment,26
CUST_0451,Stephanie Cole,India,3304.1880874301346,11,20,restaurant,39
CUST_0452,David Jones,India,3678.0066190745692,9,18,shopping,29
CUST_0453,Mrs. Jodi Conner,India,3433.625219045977,8,18,entertainment,40
CUST_0454,Brittany Pierce,India,1241.6793041012597,9,20,shopping,5
CUST_0455,Tammy Allen,India,1216.6773058352385,9,18,electronics,20
CUST_0456,Willie Holloway,India,3539.0061713839123,9,21,entertainment,40
CUST_0457,Larry Dickson,India,1743.7520423715307,10,21,electronics,39
CUST_0458,Lance Mcbride,India,3313.8624319765404,10,20,healthcare,37
CUST_0459,Tracy Schmidt,India,4437.497371337794,11,18,electronics,25
CUST_0460,Brandy Stuart,India,4588.786394707948,10,20,fuel,7
CUST_0461,Chase Barrett,India,2900.118691828901,9,19,grocery,21
CUST_0462,Ann Mendoza,India,2855.895505002436,11,20,travel,17
CUST_0463,Judith Waters,India,1783.3533726937276,11,22,entertainment,36
CUST_0464,Kimberly Hancock,India,2843.084156081961,10,20,electronics,36
CUST_0465,Christopher Lopez,India,2411.979192551385,10,19,travel,39
CUST_0466,Brandon Raymond,India,2543.9183420198356,8,22,grocery,9
CUST_0467,Joseph Guerrero,India,4736.9029337643115,8,18,fuel,13
CUST_0468,Donna Keller,India,4244.214640761673,9,18,travel,5
CUST_0469,Justin Fletcher,India,1249.85442778109,11,20,grocery,35
CUST_0470,Cheryl Harrison,India,3364.564841551341,8,18,hotel,40
CUST_0471,Robert Grant PhD,India,2174.424839443599,8,22,shopping,39
CUST_0472,Robert Marsh,India,4891.900871516056,8,22,fuel,16
CUST_0473,Jessica Meadows,India,713.6788577335659,8,22,travel,20
CUST_0474,Paul Schroeder,India,1121.2738735597434,10,20,shopping,30
CUST_0475,David Schroeder,India,579.2923703092897,11,21,online,20
CUST_0476,John Haley,India,4953.118551870691,9,20,restaurant,7
CUST_0477,Stacy Roy,India,648.8024260501252,11,21,hotel,35
CUST_0478,Christopher Reeves,India,469.35170781903537,8,19,restaurant,36
CUST_0479,Jason Mcgee,India,4257.583013793575,10,22,restaurant,38
CUST_0480,Diane Brown,India,4611.930634113017,9,19,online,35
CUST_0481,Shawn Smith,India,1501.2562530003293,8,20,hotel,7
CUST_0482,Tammy Becker,India,1060.9016154563315,10,18,entertainment,14
CUST_0483,Kayla Wilson,India,3810.8214552649524,11,18,shopping,15
CUST_0484,William Brown,India,2906.9993581940716,11,22,healthcare,29
CUST_0485,Angela Smith,India,3826.9244697002828,9,18,hotel,27
CUST_0486,Mitchell Andrews,India,457.74287334748925,11,19,restaurant,26
CUST_0487,Melissa Reid,India,3104.8099673630823,11,20,grocery,22
CUST_0488,Michael Campbell,India,3961.0310671062184,11,21,entertainment,27
CUST_0489,Anna Wheeler,India,2854.581079762322,11,21,travel,29
CUST_0490,John Martinez,India,611.3317646563315,10,19,restaurant,10
CUST_0491,Jonathan Marshall,India,1486.2657482941493,11,19,fuel,25
CUST_0492,Mark Griffin,India,1931.36109494749,8,18,shopping,33
CUST_0493,James Jackson,India,1927.6039872651036,10,18,travel,10
CUST_0494,Dawn Bailey,India,1099.4805609338107,11,22,hotel,37
CUST_0495,Dawn Hall,India,2158.61204039906,8,18,healthcare,40
CUST_0496,Jennifer Jackson,India,646.7084502073959,10,21,grocery,23
CUST_0497,Thomas Klein,India,2186.288334887012,8,22,entertainment,38
CUST_0498,Ronnie Mahoney,India,1013.9980322831624,11,19,travel,22
CUST_0499,Stephanie Ball,India,1645.4300738003299,11,19,restaurant,15
